# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	9217	10008	-							EW640_RS00045	792		old_locus_tag=EW640_00045
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	9217	10008	-	WP_165882383.1	WP_165882383.1		succinate dehydrogenase iron-sulfur subunit			EW640_RS00045	792	263	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	10008	11768	-					sdhA		EW640_RS00050	1761		old_locus_tag=EW640_00050
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	10008	11768	-	WP_165882385.1	WP_165882385.1		succinate dehydrogenase flavoprotein subunit	sdhA		EW640_RS00050	1761	586	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	11826	12272	-							EW640_RS00055	447		old_locus_tag=EW640_00055
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	11826	12272	-	WP_102161582.1	WP_102161582.1		succinate dehydrogenase hydrophobic membrane anchor subunit			EW640_RS00055	447	148	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	12278	12655	-					sdhC		EW640_RS00060	378		old_locus_tag=EW640_00060
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	12278	12655	-	WP_165882387.1	WP_165882387.1		succinate dehydrogenase, cytochrome b556 subunit	sdhC		EW640_RS00060	378	125	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	13013	14128	+							EW640_RS00065	1116		old_locus_tag=EW640_00065
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	13013	14128	+	WP_165882389.1	WP_165882389.1		mannose-1-phosphate guanylyltransferase			EW640_RS00065	1116	371	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	14241	15416	+							EW640_RS00070	1176		old_locus_tag=EW640_00070
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	14241	15416	+	WP_102161588.1	WP_102161588.1		amidohydrolase			EW640_RS00070	1176	391	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	15407	16603	+							EW640_RS00075	1197		old_locus_tag=EW640_00075
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	15407	16603	+	WP_165882391.1	WP_165882391.1		BMP family ABC transporter substrate-binding protein			EW640_RS00075	1197	398	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	16627	17739	+							EW640_RS00080	1113		old_locus_tag=EW640_00080
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	16627	17739	+	WP_165882393.1	WP_165882393.1		adenosine deaminase			EW640_RS00080	1113	370	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	17744	18298	+							EW640_RS00085	555		old_locus_tag=EW640_00085
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	17744	18298	+	WP_102161592.1	WP_102161592.1		hypothetical protein			EW640_RS00085	555	184	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	18319	19146	-							EW640_RS00090	828		old_locus_tag=EW640_00090
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	18319	19146	-	WP_165882394.1	WP_165882394.1		hypothetical protein			EW640_RS00090	828	275	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	19164	19895	-							EW640_RS00095	732		old_locus_tag=EW640_00095
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	19164	19895	-	WP_165882395.1	WP_165882395.1		tyrosine-protein phosphatase			EW640_RS00095	732	243	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	19909	20427	-							EW640_RS00100	519		old_locus_tag=EW640_00100
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	19909	20427	-	WP_165882397.1	WP_165882397.1		MarR family transcriptional regulator			EW640_RS00100	519	172	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	20758	21927	+					sucC		EW640_RS00105	1170		old_locus_tag=EW640_00105
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	20758	21927	+	WP_165882399.1	WP_165882399.1		ADP-forming succinate--CoA ligase subunit beta	sucC		EW640_RS00105	1170	389	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	21952	22848	+					sucD		EW640_RS00110	897		old_locus_tag=EW640_00110
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	21952	22848	+	WP_165882401.1	WP_165882401.1		succinate--CoA ligase subunit alpha	sucD		EW640_RS00110	897	298	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	23479	24261	+							EW640_RS00115	783		old_locus_tag=EW640_00115
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	23479	24261	+	WP_165882403.1	WP_165882403.1		hypothetical protein			EW640_RS00115	783	260	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	24242	24643	-							EW640_RS00120	402		old_locus_tag=EW640_00120
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	24242	24643	-	WP_165882405.1	WP_165882405.1		universal stress protein			EW640_RS00120	402	133	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	24812	26140	+							EW640_RS00125	1329		old_locus_tag=EW640_00125
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	24812	26140	+	WP_165882407.1	WP_165882407.1		methyltransferase			EW640_RS00125	1329	442	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	26216	28024	+							EW640_RS00130	1809		old_locus_tag=EW640_00130
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	26216	28024	+	WP_243743479.1	WP_243743479.1		N-acetylglutaminylglutamine amidotransferase			EW640_RS00130	1809	602	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	28106	29800	+					ngg		EW640_RS00135	1695		old_locus_tag=EW640_00135
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	28106	29800	+	WP_165882409.1	WP_165882409.1		N-acetylglutaminylglutamine synthetase	ngg		EW640_RS00135	1695	564	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	30047	31414	+							EW640_RS00140	1368		old_locus_tag=EW640_00140
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	30047	31414	+	WP_207948770.1	WP_207948770.1		osmoprotectant NAGGN system M42 family peptidase			EW640_RS00140	1368	455	
gene	tRNA	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	31455	31536	-							EW640_RS00145	82		old_locus_tag=EW640_00145
tRNA		GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	31455	31536	-				tRNA-Leu			EW640_RS00145	82		anticodon=TAG
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	31697	32170	-					bcp		EW640_RS00150	474		old_locus_tag=EW640_00150
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	31697	32170	-	WP_165882411.1	WP_165882411.1		thioredoxin-dependent thiol peroxidase	bcp		EW640_RS00150	474	157	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	32374	32658	+							EW640_RS00155	285		old_locus_tag=EW640_00155
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	32374	32658	+	WP_165882413.1	WP_165882413.1		DUF3618 domain-containing protein			EW640_RS00155	285	94	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	32691	32984	+							EW640_RS00160	294		old_locus_tag=EW640_00160
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	32691	32984	+	WP_165882415.1	WP_165882415.1		co-chaperone GroES			EW640_RS00160	294	97	
gene	tRNA	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	33069	33141	+							EW640_RS00165	73		old_locus_tag=EW640_00165
tRNA		GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	33069	33141	+				tRNA-Lys			EW640_RS00165	73		anticodon=CTT
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	33585	41621	+							EW640_RS00170	8037		old_locus_tag=EW640_00170
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	33585	41621	+	WP_165882417.1	WP_165882417.1		DUF11 domain-containing protein			EW640_RS00170	8037	2678	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	41870	42970	-							EW640_RS00175	1101		old_locus_tag=EW640_00175
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	41870	42970	-	WP_146004325.1	WP_146004325.1		hypothetical protein			EW640_RS00175	1101	366	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	43154	44818	-							EW640_RS00180	1665		old_locus_tag=EW640_00180
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	43154	44818	-	WP_165882419.1	WP_165882419.1		hypothetical protein			EW640_RS00180	1665	554	
gene	tRNA	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	45021	45096	+							EW640_RS00185	76		old_locus_tag=EW640_00185
tRNA		GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	45021	45096	+				tRNA-His			EW640_RS00185	76		anticodon=GTG
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	45182	46219	-							EW640_RS00190	1038		old_locus_tag=EW640_00190
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	45182	46219	-	WP_165882421.1	WP_165882421.1		dihydrodipicolinate synthase family protein			EW640_RS00190	1038	345	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	46487	47395	+							EW640_RS00195	909		old_locus_tag=EW640_00195
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	46487	47395	+	WP_165882426.1	WP_165882426.1		CPBP family glutamic-type intramembrane protease			EW640_RS00195	909	302	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	47380	48948	-							EW640_RS00200	1569		old_locus_tag=EW640_00200
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	47380	48948	-	WP_165882428.1	WP_165882428.1		tripartite tricarboxylate transporter permease			EW640_RS00200	1569	522	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	48948	49583	-							EW640_RS00205	636		old_locus_tag=EW640_00205
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	48948	49583	-	WP_243743480.1	WP_243743480.1		tripartite tricarboxylate transporter TctB family protein			EW640_RS00205	636	211	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	49580	50614	-							EW640_RS00210	1035		old_locus_tag=EW640_00210
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	49580	50614	-	WP_243743481.1	WP_243743481.1		tripartite tricarboxylate transporter substrate binding protein			EW640_RS00210	1035	344	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	50842	52158	+							EW640_RS00215	1317		old_locus_tag=EW640_00215
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	50842	52158	+	WP_243743482.1	WP_243743482.1		MFS transporter			EW640_RS00215	1317	438	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	52216	53568	-					mgtE		EW640_RS00220	1353		old_locus_tag=EW640_00220
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	52216	53568	-	WP_165882430.1	WP_165882430.1		magnesium transporter	mgtE		EW640_RS00220	1353	450	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	53646	54623	+							EW640_RS00225	978		old_locus_tag=EW640_00225
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	53646	54623	+	WP_165882431.1	WP_165882431.1		hypothetical protein			EW640_RS00225	978	325	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	54610	55170	-					orn		EW640_RS00230	561		old_locus_tag=EW640_00230
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	54610	55170	-	WP_243743643.1	WP_243743643.1		oligoribonuclease	orn		EW640_RS00230	561	186	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	55433	57067	+							EW640_RS00235	1635		old_locus_tag=EW640_00235
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	55433	57067	+	WP_165882435.1	WP_165882435.1		hypothetical protein			EW640_RS00235	1635	544	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	57105	58064	+							EW640_RS00240	960		old_locus_tag=EW640_00240
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	57105	58064	+	WP_102161652.1	WP_102161652.1		tetratricopeptide repeat protein			EW640_RS00240	960	319	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	58184	59941	+							EW640_RS00245	1758		old_locus_tag=EW640_00245
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	58184	59941	+	WP_165882436.1	WP_165882436.1		hypothetical protein			EW640_RS00245	1758	585	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	60018	60416	-							EW640_RS00250	399		old_locus_tag=EW640_00250
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	60018	60416	-	WP_165884712.1	WP_165884712.1		hypothetical protein			EW640_RS00250	399	132	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	60428	60778	-							EW640_RS00255	351		old_locus_tag=EW640_00255
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	60428	60778	-	WP_165882438.1	WP_165882438.1		hypothetical protein			EW640_RS00255	351	116	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	60826	62070	+							EW640_RS00260	1245		old_locus_tag=EW640_00260
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	60826	62070	+	WP_165882440.1	WP_165882440.1		cysteine desulfurase			EW640_RS00260	1245	414	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	62067	63245	+					mnmA		EW640_RS00265	1179		old_locus_tag=EW640_00265
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	62067	63245	+	WP_165882442.1	WP_165882442.1		tRNA 2-thiouridine(34) synthase MnmA	mnmA		EW640_RS00265	1179	392	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	63242	63721	+							EW640_RS00270	480		old_locus_tag=EW640_00270
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	63242	63721	+	WP_165882444.1	WP_165882444.1		hypothetical protein			EW640_RS00270	480	159	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	63763	65817	+							EW640_RS00275	2055		old_locus_tag=EW640_00275
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	63763	65817	+	WP_165882446.1	WP_165882446.1		prolyl oligopeptidase family serine peptidase			EW640_RS00275	2055	684	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	65814	66956	+							EW640_RS00280	1143		old_locus_tag=EW640_00280
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	65814	66956	+	WP_165882448.1	WP_165882448.1		hypothetical protein			EW640_RS00280	1143	380	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	67010	69262	+					ligA		EW640_RS00285	2253		old_locus_tag=EW640_00285
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	67010	69262	+	WP_165882449.1	WP_165882449.1		NAD-dependent DNA ligase LigA	ligA		EW640_RS00285	2253	750	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	69290	69565	-							EW640_RS00290	276		old_locus_tag=EW640_00290
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	69290	69565	-	WP_207948772.1	WP_207948772.1		hypothetical protein			EW640_RS00290	276	91	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	69609	70313	-							EW640_RS00295	705		old_locus_tag=EW640_00295
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	69609	70313	-	WP_165882451.1	WP_165882451.1		O-methyltransferase			EW640_RS00295	705	234	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	70449	71909	+							EW640_RS00300	1461		old_locus_tag=EW640_00300
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	70449	71909	+	WP_165882453.1	WP_165882453.1		ATP-binding protein			EW640_RS00300	1461	486	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	71903	72157	-							EW640_RS00305	255		old_locus_tag=EW640_00305
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	71903	72157	-	WP_165882454.1	WP_165882454.1		hypothetical protein			EW640_RS00305	255	84	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	72312	72785	+							EW640_RS00310	474		old_locus_tag=EW640_00310
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	72312	72785	+	WP_165882456.1	WP_165882456.1		hypothetical protein			EW640_RS00310	474	157	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	72871	73176	+					gatC		EW640_RS00315	306		old_locus_tag=EW640_00315
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	72871	73176	+	WP_165882458.1	WP_165882458.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	gatC		EW640_RS00315	306	101	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	73176	74681	+					gatA		EW640_RS00320	1506		old_locus_tag=EW640_00320
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	73176	74681	+	WP_165882460.1	WP_165882460.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	gatA		EW640_RS00320	1506	501	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	74691	76169	+					gatB		EW640_RS00325	1479		old_locus_tag=EW640_00325
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	74691	76169	+	WP_102161675.1	WP_102161675.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	gatB		EW640_RS00325	1479	492	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	76327	77460	+							EW640_RS00330	1134		old_locus_tag=EW640_00330
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	76327	77460	+	WP_207948774.1	WP_207948774.1		hypothetical protein			EW640_RS00330	1134	377	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	77553	78128	-					def		EW640_RS00335	576		old_locus_tag=EW640_00335
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	77553	78128	-	WP_165882462.1	WP_165882462.1		peptide deformylase	def		EW640_RS00335	576	191	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	78422	79351	+					cysK		EW640_RS00340	930		old_locus_tag=EW640_00340
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	78422	79351	+	WP_165882464.1	WP_165882464.1		cysteine synthase A	cysK		EW640_RS00340	930	309	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	79359	80012	+					cysE		EW640_RS00345	654		old_locus_tag=EW640_00345
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	79359	80012	+	WP_102161678.1	WP_102161678.1		serine O-acetyltransferase	cysE		EW640_RS00345	654	217	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	80579	81718	+							EW640_RS00350	1140		old_locus_tag=EW640_00350
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	80579	81718	+	WP_165884713.1	WP_165884713.1		LLM class flavin-dependent oxidoreductase			EW640_RS00350	1140	379	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	81711	82439	+							EW640_RS00355	729		old_locus_tag=EW640_00355
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	81711	82439	+	WP_165882466.1	WP_165882466.1		NAD(P)H-dependent oxidoreductase			EW640_RS00355	729	242	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	82488	83456	+							EW640_RS00360	969		old_locus_tag=EW640_00360
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	82488	83456	+	WP_243743483.1	WP_243743483.1		2-hydroxyacid dehydrogenase			EW640_RS00360	969	322	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	83663	85411	+					ilvD		EW640_RS00365	1749		old_locus_tag=EW640_00365
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	83663	85411	+	WP_207948775.1	WP_207948775.1		dihydroxy-acid dehydratase	ilvD		EW640_RS00365	1749	582	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	85607	86116	+							EW640_RS00370	510		old_locus_tag=EW640_00370
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	85607	86116	+	WP_165882468.1	WP_165882468.1		VanZ family protein			EW640_RS00370	510	169	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	86161	86898	+							EW640_RS00375	738		old_locus_tag=EW640_00375
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	86161	86898	+	WP_165882470.1	WP_165882470.1		SDR family oxidoreductase			EW640_RS00375	738	245	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	86850	87161	-							EW640_RS00380	312		old_locus_tag=EW640_00380
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	86850	87161	-	WP_165882472.1	WP_165882472.1		hypothetical protein			EW640_RS00380	312	103	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	87505	88713	+							EW640_RS00385	1209		old_locus_tag=EW640_00385
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	87505	88713	+	WP_165882474.1	WP_165882474.1		cation:proton antiporter			EW640_RS00385	1209	402	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	89167	90291	+							EW640_RS00390	1125		old_locus_tag=EW640_00390
CDS	with_protein	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	89167	90291	+	WP_243743484.1	WP_243743484.1		DUF222 domain-containing protein			EW640_RS00390	1125	374	
gene	protein_coding	GCF_011462075.1	Primary Assembly	chromosome		NZ_CP035810.1	90359	92173	-							EW640_RS00395	1815		old_locus_tag=EW640_00395
