# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	20431	20787	-	WP_101598034.1	WP_101598034.1		VOC family protein		60904435	CXR25_RS00100	357	118	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	20913	21122	+						60904436	CXR25_RS00105	210		old_locus_tag=CXR25_00110
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	20913	21122	+	WP_009884816.1	WP_009884816.1		DUF5808 domain-containing protein		60904436	CXR25_RS00105	210	69	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	21144	21662	-						60904437	CXR25_RS00110	519		old_locus_tag=CXR25_00115
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	21144	21662	-	WP_009884817.1	WP_009884817.1		DinB family protein		60904437	CXR25_RS00110	519	172	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	21680	22054	-						60904438	CXR25_RS00115	375		old_locus_tag=CXR25_00120
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	21680	22054	-	WP_009884818.1	WP_009884818.1		DUF488 family protein		60904438	CXR25_RS00115	375	124	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	22303	23406	+						60904439	CXR25_RS00120	1104		old_locus_tag=CXR25_00125
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	22303	23406	+	WP_069601202.1	WP_069601202.1		Dyp-type peroxidase		60904439	CXR25_RS00120	1104	367	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	23403	24203	+						60904440	CXR25_RS00125	801		old_locus_tag=CXR25_00130
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	23403	24203	+	WP_009884820.1	WP_009884820.1		bacteriocin family protein		60904440	CXR25_RS00125	801	266	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	24234	25010	+						60904441	CXR25_RS00130	777		old_locus_tag=CXR25_00135
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	24234	25010	+	WP_069599118.1	WP_069599118.1		pyrimidine reductase family protein		60904441	CXR25_RS00130	777	258	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	25021	25680	-						60904442	CXR25_RS00135	660		old_locus_tag=CXR25_00140
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	25021	25680	-	WP_096177550.1	WP_096177550.1		TetR/AcrR family transcriptional regulator		60904442	CXR25_RS00135	660	219	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	25670	27331	-						60904443	CXR25_RS00140	1662		old_locus_tag=CXR25_00145
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	25670	27331	-	WP_096160124.1	WP_096160124.1		AMP-binding protein		60904443	CXR25_RS00140	1662	553	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	27429	28175	-						60904444	CXR25_RS00145	747		old_locus_tag=CXR25_00150
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	27429	28175	-	WP_096160123.1	WP_096160123.1		3-oxoacyl-ACP reductase FabG		60904444	CXR25_RS00145	747	248	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	28229	29374	-						60904445	CXR25_RS00150	1146		old_locus_tag=CXR25_00155
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	28229	29374	-	WP_096168395.1	WP_096168395.1		acyl-CoA dehydrogenase family protein		60904445	CXR25_RS00150	1146	381	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	29402	30229	-						60904446	CXR25_RS00155	828		old_locus_tag=CXR25_00160
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	29402	30229	-	WP_096160121.1	WP_096160121.1		enoyl-CoA hydratase-related protein		60904446	CXR25_RS00155	828	275	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	30515	31096	+						60904447	CXR25_RS00160	582		old_locus_tag=CXR25_00165
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	30515	31096	+	WP_240518423.1	WP_240518423.1		hypothetical protein		60904447	CXR25_RS00160	582	193	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	31191	34487	-						60904448	CXR25_RS00165	3297		old_locus_tag=CXR25_00170
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	31191	34487	-	WP_101598031.1	WP_101598031.1		S41 family peptidase		60904448	CXR25_RS00165	3297	1098	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	34654	36420	+					argS	60904449	CXR25_RS00170	1767		old_locus_tag=CXR25_00175
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	34654	36420	+	WP_101598030.1	WP_101598030.1		arginine--tRNA ligase	argS	60904449	CXR25_RS00170	1767	588	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	36417	37688	+						60904450	CXR25_RS00175	1272		old_locus_tag=CXR25_00180
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	36417	37688	+	WP_096146187.1	WP_096146187.1		MFS transporter		60904450	CXR25_RS00175	1272	423	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	37798	38646	-						60904451	CXR25_RS00180	849		old_locus_tag=CXR25_00185
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	37798	38646	-	WP_180959194.1	WP_180959194.1		hypothetical protein		60904451	CXR25_RS00180	849	282	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	38819	39358	+						60904452	CXR25_RS00185	540		old_locus_tag=CXR25_00190
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	38819	39358	+	WP_009884828.1	WP_009884828.1		peptidylprolyl isomerase		60904452	CXR25_RS00185	540	179	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	39432	40139	+						60904453	CXR25_RS00190	708		old_locus_tag=CXR25_00195
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	39432	40139	+	WP_009884829.1	WP_009884829.1		rhomboid family intramembrane serine protease		60904453	CXR25_RS00190	708	235	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	40587	41411	-						60904454	CXR25_RS00195	825		old_locus_tag=CXR25_00200
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	40587	41411	-	WP_101598029.1	WP_101598029.1		cell division protein CrgA		60904454	CXR25_RS00195	825	274	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	41792	42859	+						60904455	CXR25_RS00200	1068		old_locus_tag=CXR25_00205
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	41792	42859	+	WP_069599126.1	WP_069599126.1		class E sortase		60904455	CXR25_RS00200	1068	355	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	42862	43035	+						60908094	CXR25_RS18550	174		
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	42862	43035	+	WP_009884833.1	WP_009884833.1		hypothetical protein		60908094	CXR25_RS18550	174	57	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	43032	43706	+						60904456	CXR25_RS00205	675		old_locus_tag=CXR25_00210
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	43032	43706	+	WP_009884834.1	WP_009884834.1		gamma-glutamyl-gamma-aminobutyrate hydrolase family protein		60904456	CXR25_RS00205	675	224	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	43884	44396	+						60904457	CXR25_RS00210	513		old_locus_tag=CXR25_00215
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	43884	44396	+	WP_069599127.1	WP_069599127.1		GyrI-like domain-containing protein		60904457	CXR25_RS00210	513	170	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	44493	46421	-					pknB	60904458	CXR25_RS00215	1929		old_locus_tag=CXR25_00220
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	44493	46421	-	WP_069599128.1	WP_069599128.1		Stk1 family PASTA domain-containing Ser/Thr kinase	pknB	60904458	CXR25_RS00215	1929	642	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	46505	48346	-						60904459	CXR25_RS00220	1842		old_locus_tag=CXR25_00225
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	46505	48346	-	WP_125240260.1	WP_125240260.1		protein kinase		60904459	CXR25_RS00220	1842	613	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	48343	49812	-						60904460	CXR25_RS00225	1470		old_locus_tag=CXR25_00230
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	48343	49812	-	WP_009884838.1	WP_009884838.1		penicillin-binding protein 2		60904460	CXR25_RS00225	1470	489	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	49809	51395	-						60904461	CXR25_RS00230	1587		old_locus_tag=CXR25_00235
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	49809	51395	-	WP_125240261.1	WP_125240261.1		FtsW/RodA/SpoVE family cell cycle protein		60904461	CXR25_RS00230	1587	528	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	51395	52849	-						60904462	CXR25_RS00235	1455		old_locus_tag=CXR25_00240
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	51395	52849	-	WP_096177545.1	WP_096177545.1		protein phosphatase 2C domain-containing protein		60904462	CXR25_RS00235	1455	484	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	52846	53364	-						60904463	CXR25_RS00240	519		old_locus_tag=CXR25_00245
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	52846	53364	-	WP_009884841.1	WP_009884841.1		FHA domain-containing protein		60904463	CXR25_RS00240	519	172	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	53361	54236	-						60904464	CXR25_RS00245	876		old_locus_tag=CXR25_00250
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	53361	54236	-	WP_069599132.1	WP_069599132.1		DUF3662 and FHA domain-containing protein		60904464	CXR25_RS00245	876	291	
gene	tRNA	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	54637	54720	+						60904465	CXR25_RS00250	84		old_locus_tag=CXR25_00255
tRNA		GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	54637	54720	+				tRNA-Leu		60904465	CXR25_RS00250	84		anticodon=CAG
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	54939	56282	-						60904466	CXR25_RS00255	1344		old_locus_tag=CXR25_00260
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	54939	56282	-	WP_206430641.1	WP_206430641.1		RNA polymerase		60904466	CXR25_RS00255	1344	447	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	56267	56647	-						60904467	CXR25_RS00260	381		old_locus_tag=CXR25_00265
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	56267	56647	-	WP_009884711.1	WP_009884711.1		YciI family protein		60904467	CXR25_RS00260	381	126	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	56815	57300	-						60904468	CXR25_RS00265	486		old_locus_tag=CXR25_00270
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	56815	57300	-	WP_125240262.1	WP_125240262.1		Lrp/AsnC family transcriptional regulator		60904468	CXR25_RS00265	486	161	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	57600	59972	+						60904469	CXR25_RS00270	2373		old_locus_tag=CXR25_00275
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	57600	59972	+	WP_125240263.1	WP_125240263.1		pyruvate dehydrogenase		60904469	CXR25_RS00270	2373	790	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	60049	61890	+						60904470	CXR25_RS00275	1842		old_locus_tag=CXR25_00280
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	60049	61890	+	WP_114385040.1	WP_114385040.1		bifunctional 3'-5' exonuclease/DNA polymerase		60904470	CXR25_RS00275	1842	613	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	62056	63141	+						60904471	CXR25_RS00280	1086		old_locus_tag=CXR25_00285
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	62056	63141	+	WP_096146197.1	WP_096146197.1		NAD(P)-dependent alcohol dehydrogenase		60904471	CXR25_RS00280	1086	361	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	63356	63823	+						60904472	CXR25_RS00285	468		old_locus_tag=CXR25_00290
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	63356	63823	+	WP_240517979.1	WP_240517979.1		VanZ family protein		60904472	CXR25_RS00285	468	155	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	63844	64332	-						60904473	CXR25_RS00290	489		old_locus_tag=CXR25_00295
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	63844	64332	-	WP_096160108.1	WP_096160108.1		MarR family transcriptional regulator		60904473	CXR25_RS00290	489	162	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	64406	64774	+						60904474	CXR25_RS00295	369		old_locus_tag=CXR25_00300
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	64406	64774	+	WP_125240264.1	WP_125240264.1		VOC family protein		60904474	CXR25_RS00295	369	122	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	64877	65308	-						60904475	CXR25_RS00300	432		old_locus_tag=CXR25_00305
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	64877	65308	-	WP_101582841.1	WP_101582841.1		YdeI/OmpD-associated family protein		60904475	CXR25_RS00300	432	143	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	65395	66477	-						60904476	CXR25_RS00305	1083		old_locus_tag=CXR25_00310
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	65395	66477	-	WP_096146201.1	WP_096146201.1		isoprenylcysteine carboxylmethyltransferase family protein		60904476	CXR25_RS00305	1083	360	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	66474	67313	-						60904477	CXR25_RS00310	840		old_locus_tag=CXR25_00315
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	66474	67313	-	WP_009884721.1	WP_009884721.1		PhzF family phenazine biosynthesis protein		60904477	CXR25_RS00310	840	279	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	67429	68619	-						60904478	CXR25_RS00315	1191		old_locus_tag=CXR25_00320
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	67429	68619	-	WP_009884722.1	WP_009884722.1		ROK family transcriptional regulator		60904478	CXR25_RS00315	1191	396	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	68729	69829	+						60904479	CXR25_RS00320	1101		old_locus_tag=CXR25_00325
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	68729	69829	+	WP_096160189.1	WP_096160189.1		Gfo/Idh/MocA family oxidoreductase		60904479	CXR25_RS00320	1101	366	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	69826	71367	+						60904480	CXR25_RS00325	1542		old_locus_tag=CXR25_00330
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	69826	71367	+	WP_009884724.1	WP_009884724.1		sugar ABC transporter ATP-binding protein		60904480	CXR25_RS00325	1542	513	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	71364	72458	+						60904481	CXR25_RS00330	1095		old_locus_tag=CXR25_00335
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	71364	72458	+	WP_069599143.1	WP_069599143.1		ABC transporter permease		60904481	CXR25_RS00330	1095	364	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	72455	73588	+						60904482	CXR25_RS00335	1134		old_locus_tag=CXR25_00340
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	72455	73588	+	WP_125240265.1	WP_125240265.1		ABC transporter permease		60904482	CXR25_RS00335	1134	377	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	73605	74765	+						60904483	CXR25_RS00340	1161		old_locus_tag=CXR25_00345
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	73605	74765	+	WP_125240266.1	WP_125240266.1		substrate-binding domain-containing protein		60904483	CXR25_RS00340	1161	386	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	74781	75779	+						60904484	CXR25_RS00345	999		old_locus_tag=CXR25_00350
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	74781	75779	+	WP_125240267.1	WP_125240267.1		sugar phosphate isomerase/epimerase		60904484	CXR25_RS00345	999	332	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	75776	76789	+						60904485	CXR25_RS00350	1014		old_locus_tag=CXR25_00355
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	75776	76789	+	WP_009884729.1	WP_009884729.1		sugar phosphate isomerase/epimerase		60904485	CXR25_RS00350	1014	337	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	76865	77545	-						60904486	CXR25_RS00355	681		old_locus_tag=CXR25_00360
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	76865	77545	-	WP_009884730.1	WP_009884730.1		LysE family translocator		60904486	CXR25_RS00355	681	226	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	77782	78531	+						60904487	CXR25_RS00360	750		old_locus_tag=CXR25_00365
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	77782	78531	+	WP_069599147.1	WP_069599147.1		M50 family metallopeptidase		60904487	CXR25_RS00360	750	249	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	78596	79273	+						60904488	CXR25_RS00365	678		old_locus_tag=CXR25_00370
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	78596	79273	+	WP_125187574.1	WP_125187574.1		HAD family phosphatase		60904488	CXR25_RS00365	678	225	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	79538	81604	+						60904489	CXR25_RS00370	2067		old_locus_tag=CXR25_00375
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	79538	81604	+	WP_125240268.1	WP_125240268.1		HNH endonuclease		60904489	CXR25_RS00370	2067	688	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	81766	83361	-						60904490	CXR25_RS00375	1596		old_locus_tag=CXR25_00380
