# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	12029	14167	+						61003256	I6G59_RS00050	2139		old_locus_tag=I6G59_00050
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	12029	14167	+	WP_197932047.1	WP_197932047.1		catalase		61003256	I6G59_RS00050	2139	712	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	14256	15533	-						61003257	I6G59_RS00055	1278		old_locus_tag=I6G59_00055
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	14256	15533	-	WP_119296763.1	WP_119296763.1		metallophosphoesterase family protein		61003257	I6G59_RS00055	1278	425	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	15889	16863	+						61003258	I6G59_RS00060	975		old_locus_tag=I6G59_00060
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	15889	16863	+	WP_009376266.1	WP_009376266.1		methionine ABC transporter ATP-binding protein		61003258	I6G59_RS00060	975	324	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	16860	17534	+						61003259	I6G59_RS00065	675		old_locus_tag=I6G59_00065
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	16860	17534	+	WP_063250668.1	WP_063250668.1		ABC transporter permease		61003259	I6G59_RS00065	675	224	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	17631	18467	+						61003260	I6G59_RS00070	837		old_locus_tag=I6G59_00070
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	17631	18467	+	WP_063250670.1	WP_063250670.1		MetQ/NlpA family ABC transporter substrate-binding protein		61003260	I6G59_RS00070	837	278	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	18580	18981	-						61003261	I6G59_RS00075	402		old_locus_tag=I6G59_00075
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	18580	18981	-	WP_063250672.1	WP_063250672.1		VOC family protein		61003261	I6G59_RS00075	402	133	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	19088	19468	+						69065066	I6G59_RS18060	381		
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	19088	19468	+	WP_231882265.1	WP_231882265.1		HTH domain-containing protein		69065066	I6G59_RS18060	381	126	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	19481	20146	+						69065067	I6G59_RS18065	666		
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	19481	20146	+	WP_231882266.1	WP_231882266.1		WYL domain-containing protein		69065067	I6G59_RS18065	666	221	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	20143	20937	+						61003263	I6G59_RS00085	795		old_locus_tag=I6G59_00085
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	20143	20937	+	WP_063250674.1	WP_063250674.1		NAD(P)-binding domain-containing protein		61003263	I6G59_RS00085	795	264	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	20985	21548	+						61003264	I6G59_RS00090	564		old_locus_tag=I6G59_00090
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	20985	21548	+	WP_063250675.1	WP_063250675.1		antibiotic biosynthesis monooxygenase		61003264	I6G59_RS00090	564	187	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	21619	23328	-						61003265	I6G59_RS00095	1710		old_locus_tag=I6G59_00095
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	21619	23328	-	WP_131248009.1	WP_131248009.1		formate--tetrahydrofolate ligase		61003265	I6G59_RS00095	1710	569	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	23463	24350	+						61003266	I6G59_RS00100	888		old_locus_tag=I6G59_00100
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	23463	24350	+	WP_131248007.1	WP_131248007.1		alpha/beta hydrolase		61003266	I6G59_RS00100	888	295	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	24381	25526	-						61003267	I6G59_RS00105	1146		old_locus_tag=I6G59_00105
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	24381	25526	-	WP_131248005.1	WP_131248005.1		FAD-dependent oxidoreductase		61003267	I6G59_RS00105	1146	381	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	25608	26963	-						61003268	I6G59_RS00110	1356		old_locus_tag=I6G59_00110
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	25608	26963	-	WP_197932048.1	WP_197932048.1		sodium:glutamate symporter		61003268	I6G59_RS00110	1356	451	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	27056	28048	-					galE	61003269	I6G59_RS00115	993		old_locus_tag=I6G59_00115
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	27056	28048	-	WP_063250682.1	WP_063250682.1		UDP-glucose 4-epimerase GalE	galE	61003269	I6G59_RS00115	993	330	
gene	pseudogene	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	28217	29425	-					lhgO	61003270	I6G59_RS00120	1209		pseudo;old_locus_tag=I6G59_00120
CDS	without_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	28217	29425	-				L-2-hydroxyglutarate oxidase	lhgO	61003270	I6G59_RS00120	1209		pseudo
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	29970	33476	+						61003271	I6G59_RS00125	3507		old_locus_tag=I6G59_00125
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	29970	33476	+	WP_197932049.1	WP_197932049.1		choice-of-anchor G family protein		61003271	I6G59_RS00125	3507	1168	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	33542	34258	-						61003272	I6G59_RS00130	717		old_locus_tag=I6G59_00130
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	33542	34258	-	WP_063250687.1	WP_063250687.1		alpha/beta fold hydrolase		61003272	I6G59_RS00130	717	238	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	34427	34609	+						61003273	I6G59_RS00135	183		old_locus_tag=I6G59_00135
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	34427	34609	+	WP_095376297.1	WP_095376297.1		hypothetical protein		61003273	I6G59_RS00135	183	60	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	34616	35320	-						61003274	I6G59_RS00140	705		old_locus_tag=I6G59_00140
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	34616	35320	-	WP_095376296.1	WP_095376296.1		peptidyl-tRNA hydrolase		61003274	I6G59_RS00140	705	234	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	35575	36690	+						61003275	I6G59_RS00145	1116		old_locus_tag=I6G59_00145
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	35575	36690	+	WP_095376295.1	WP_095376295.1		alpha/beta hydrolase fold domain-containing protein		61003275	I6G59_RS00145	1116	371	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	36919	38532	+						61003276	I6G59_RS00150	1614		old_locus_tag=I6G59_00150
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	36919	38532	+	WP_095376294.1	WP_095376294.1		DEAD/DEAH box helicase		61003276	I6G59_RS00150	1614	537	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	38597	40309	-						61003277	I6G59_RS00155	1713		old_locus_tag=I6G59_00155
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	38597	40309	-	WP_176472485.1	WP_176472485.1		ABC transporter ATP-binding protein		61003277	I6G59_RS00155	1713	570	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	40309	41217	-						61003278	I6G59_RS00160	909		old_locus_tag=I6G59_00160
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	40309	41217	-	WP_197464205.1	WP_197464205.1		ABC transporter permease		61003278	I6G59_RS00160	909	302	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	41214	42167	-						61003279	I6G59_RS00165	954		old_locus_tag=I6G59_00165
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	41214	42167	-	WP_063250695.1	WP_063250695.1		ABC transporter permease		61003279	I6G59_RS00165	954	317	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	42169	43716	-						61003280	I6G59_RS00170	1548		old_locus_tag=I6G59_00170
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	42169	43716	-	WP_063250697.1	WP_063250697.1		ABC transporter substrate-binding protein		61003280	I6G59_RS00170	1548	515	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	43713	44798	-						61003281	I6G59_RS00175	1086		old_locus_tag=I6G59_00175
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	43713	44798	-	WP_063250699.1	WP_063250699.1		TetR family transcriptional regulator		61003281	I6G59_RS00175	1086	361	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	45110	46294	+						61003282	I6G59_RS00180	1185		old_locus_tag=I6G59_00180
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	45110	46294	+	WP_223289930.1	WP_223289930.1		CDP-glycerol glycerophosphotransferase family protein		61003282	I6G59_RS00180	1185	394	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	46343	47266	-						61003283	I6G59_RS00185	924		old_locus_tag=I6G59_00185
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	46343	47266	-	WP_063248915.1	WP_063248915.1		glycosyltransferase		61003283	I6G59_RS00185	924	307	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	47263	48093	-						61003284	I6G59_RS00190	831		old_locus_tag=I6G59_00190
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	47263	48093	-	WP_223289929.1	WP_223289929.1		CDP-alcohol phosphatidyltransferase family protein		61003284	I6G59_RS00190	831	276	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	48237	49997	-						61003285	I6G59_RS00195	1761		old_locus_tag=I6G59_00195
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	48237	49997	-	WP_197932050.1	WP_197932050.1		glycosyltransferase		61003285	I6G59_RS00195	1761	586	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	50109	51554	-						61003286	I6G59_RS00200	1446		old_locus_tag=I6G59_00200
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	50109	51554	-	WP_063248912.1	WP_063248912.1		glycosyltransferase		61003286	I6G59_RS00200	1446	481	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	51677	52066	-					tagD	61003287	I6G59_RS00205	390		old_locus_tag=I6G59_00205
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	51677	52066	-	WP_063248911.1	WP_063248911.1		glycerol-3-phosphate cytidylyltransferase	tagD	61003287	I6G59_RS00205	390	129	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	52156	53664	-						61003288	I6G59_RS00210	1509		old_locus_tag=I6G59_00210
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	52156	53664	-	WP_176472483.1	WP_176472483.1		glycosyltransferase		61003288	I6G59_RS00210	1509	502	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	53735	54799	-						61003289	I6G59_RS00215	1065		old_locus_tag=I6G59_00215
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	53735	54799	-	WP_190246998.1	WP_190246998.1		CDP-glycerol glycerophosphotransferase family protein		61003289	I6G59_RS00215	1065	354	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	55002	56246	-						61003290	I6G59_RS00220	1245		old_locus_tag=I6G59_00220
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	55002	56246	-	WP_223289928.1	WP_223289928.1		CDP-glycerol glycerophosphotransferase family protein		61003290	I6G59_RS00220	1245	414	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	56386	57390	+						61003291	I6G59_RS00225	1005		old_locus_tag=I6G59_00225
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	56386	57390	+	WP_095376288.1	WP_095376288.1		glycosyltransferase family 2 protein		61003291	I6G59_RS00225	1005	334	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	57447	58574	+						61003292	I6G59_RS00230	1128		old_locus_tag=I6G59_00230
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	57447	58574	+	WP_223289927.1	WP_223289927.1		magnesium and cobalt transport protein CorA		61003292	I6G59_RS00230	1128	375	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	58725	59393	+						61003293	I6G59_RS00235	669		old_locus_tag=I6G59_00235
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	58725	59393	+	WP_095376287.1	WP_095376287.1		DUF308 domain-containing protein		61003293	I6G59_RS00235	669	222	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	59635	60261	+						61003294	I6G59_RS00240	627		old_locus_tag=I6G59_00240
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	59635	60261	+	WP_232254112.1	WP_232254112.1		glycerophosphodiester phosphodiesterase		61003294	I6G59_RS00240	627	208	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	60347	61243	+						61003295	I6G59_RS00245	897		old_locus_tag=I6G59_00245
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	60347	61243	+	WP_223289926.1	WP_223289926.1		MFS transporter		61003295	I6G59_RS00245	897	298	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	61171	61521	+						69065068	I6G59_RS18070	351		
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	61171	61521	+	WP_223289925.1	WP_223289925.1		MFS transporter		69065068	I6G59_RS18070	351	116	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	61559	61918	-						61003296	I6G59_RS00250	360		old_locus_tag=I6G59_00250
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	61559	61918	-	WP_095376285.1	WP_095376285.1		hypothetical protein		61003296	I6G59_RS00250	360	119	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	61963	63321	-						61003297	I6G59_RS00255	1359		old_locus_tag=I6G59_00255
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	61963	63321	-	WP_009376351.1	WP_009376351.1		DUF2252 domain-containing protein		61003297	I6G59_RS00255	1359	452	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	63703	64755	+						61003298	I6G59_RS00260	1053		old_locus_tag=I6G59_00260
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	63703	64755	+	WP_101623589.1	WP_101623589.1		alcohol dehydrogenase catalytic domain-containing protein		61003298	I6G59_RS00260	1053	350	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	64872	66029	-						61003299	I6G59_RS00265	1158		old_locus_tag=I6G59_00265
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	64872	66029	-	WP_197907817.1	WP_197907817.1		aminotransferase class V-fold PLP-dependent enzyme		61003299	I6G59_RS00265	1158	385	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	66089	67054	-						61003300	I6G59_RS00270	966		old_locus_tag=I6G59_00270
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	66089	67054	-	WP_101623588.1	WP_101623588.1		formate dehydrogenase accessory sulfurtransferase FdhD		61003300	I6G59_RS00270	966	321	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	67056	67595	-						61003301	I6G59_RS00275	540		old_locus_tag=I6G59_00275
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	67056	67595	-	WP_101623587.1	WP_101623587.1		MogA/MoaB family molybdenum cofactor biosynthesis protein		61003301	I6G59_RS00275	540	179	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	67798	68292	+						61003302	I6G59_RS00280	495		old_locus_tag=I6G59_00280
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	67798	68292	+	WP_146001389.1	WP_146001389.1		MarR family transcriptional regulator		61003302	I6G59_RS00280	495	164	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	68405	69592	+						61003303	I6G59_RS00285	1188		old_locus_tag=I6G59_00285
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	68405	69592	+	WP_101623585.1	WP_101623585.1		LLM class flavin-dependent oxidoreductase		61003303	I6G59_RS00285	1188	395	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	69589	70155	+						61003304	I6G59_RS00290	567		old_locus_tag=I6G59_00290
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	69589	70155	+	WP_101623584.1	WP_101623584.1		NAD(P)H-dependent oxidoreductase		61003304	I6G59_RS00290	567	188	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	70342	70815	+						61003305	I6G59_RS00295	474		old_locus_tag=I6G59_00295
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	70342	70815	+	WP_009376360.1	WP_009376360.1		DoxX family protein		61003305	I6G59_RS00295	474	157	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	70956	72260	+						61003306	I6G59_RS00300	1305		old_locus_tag=I6G59_00300
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	70956	72260	+	WP_197932368.1	WP_197932368.1		calcium:proton antiporter		61003306	I6G59_RS00300	1305	434	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	72419	73129	+						61003307	I6G59_RS00305	711		old_locus_tag=I6G59_00305
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	72419	73129	+	WP_101623583.1	WP_101623583.1		hypothetical protein		61003307	I6G59_RS00305	711	236	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	73201	73992	-						61003308	I6G59_RS00310	792		old_locus_tag=I6G59_00310
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	73201	73992	-	WP_101623582.1	WP_101623582.1		sulfite exporter TauE/SafE family protein		61003308	I6G59_RS00310	792	263	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	74181	75185	+						61003309	I6G59_RS00315	1005		old_locus_tag=I6G59_00315
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	74181	75185	+	WP_197932051.1	WP_197932051.1		aldo/keto reductase family protein		61003309	I6G59_RS00315	1005	334	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	75390	75863	-						61003310	I6G59_RS00320	474		old_locus_tag=I6G59_00320
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	75390	75863	-	WP_146001388.1	WP_146001388.1		hypothetical protein		61003310	I6G59_RS00320	474	157	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	76082	76570	-						61003311	I6G59_RS00325	489		old_locus_tag=I6G59_00325
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	76082	76570	-	WP_095376282.1	WP_095376282.1		SRPBCC domain-containing protein		61003311	I6G59_RS00325	489	162	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	76587	76967	+						61003312	I6G59_RS00330	381		old_locus_tag=I6G59_00330
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	76587	76967	+	WP_009376377.1	WP_009376377.1		metalloregulator ArsR/SmtB family transcription factor		61003312	I6G59_RS00330	381	126	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	77070	78527	-						61003313	I6G59_RS00335	1458		old_locus_tag=I6G59_00335
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	77070	78527	-	WP_101623579.1	WP_101623579.1		MFS transporter		61003313	I6G59_RS00335	1458	485	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	78710	79261	+						61003314	I6G59_RS00340	552		old_locus_tag=I6G59_00340
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	78710	79261	+	WP_101623578.1	WP_101623578.1		hypothetical protein		61003314	I6G59_RS00340	552	183	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	79364	79801	-						61003315	I6G59_RS00345	438		old_locus_tag=I6G59_00345
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	79364	79801	-	WP_101623577.1	WP_101623577.1		NUDIX domain-containing protein		61003315	I6G59_RS00345	438	145	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	79934	80560	-						61003316	I6G59_RS00350	627		old_locus_tag=I6G59_00350
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	79934	80560	-	WP_232252501.1	WP_232252501.1		DNA-3-methyladenine glycosylase I		61003316	I6G59_RS00350	627	208	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	80643	82703	-					betT	61003317	I6G59_RS00355	2061		old_locus_tag=I6G59_00355
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	80643	82703	-	WP_232252502.1	WP_232252502.1		choline BCCT transporter BetT	betT	61003317	I6G59_RS00355	2061	686	
gene	protein_coding	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	82910	84289	-						61003318	I6G59_RS00360	1380		old_locus_tag=I6G59_00360
CDS	with_protein	GCF_016027415.1	Primary Assembly	chromosome		NZ_CP065682.1	82910	84289	-	WP_197932052.1	WP_197932052.1		TIGR00366 family protein		61003318	I6G59_RS00360	1380	459	
